rfc,title,year,tags,full_paths
RFC9624,"EVPN Broadcast, Unknown Unicast, or Multicast (BUM) Using Bit Index Explicit Replication (BIER)",2024,bier;multicast;evpn,routing / multicast | routing / multicast / bier | routing / vpn / evpn
RFC9625,EVPN Optimized Inter-Subnet Multicast (OISM) Forwarding,2024,vpn;multicast;evpn,routing / multicast | routing / vpn | routing / vpn / evpn
RFC9626,Video Frame Marking RTP Header Extension,2025,rtp,real-time-communications / rtp
RFC9627,The Layer Refresh Request (LRR) RTCP Feedback Message,2025,rtp;rtcp,real-time-communications / rtp | real-time-communications / rtp / rtcp
RFC9628,RTP Payload Format for VP9 Video,2025,rtp;rtp-payload-format,real-time-communications / rtp | real-time-communications / rtp / rtp-payload-format
RFC9629,Using Key Encapsulation Mechanism (KEM) Algorithms in the Cryptographic Message Syntax (CMS),2024,pki;cms,security / cms | security / pki
RFC9630,"Multicast On-Path Telemetry Using In Situ Operations, Administration, and Maintenance (IOAM)",2024,multicast,routing / multicast
RFC9631,The IPv6 Compact Routing Header (CRH),2024,ipv6,internet-layer / ipv6
RFC9632,Finding and Using Geofeed Data,2024,geolocation;rpsl,applications-and-data-formats / geolocation | routing / rpsl
RFC9633,Deterministic Networking (DetNet) YANG Data Model,2024,detnet;yang,network-operations / yang | routing / detnet
RFC9634,"Operations, Administration, and Maintenance (OAM) for Deterministic Networking (DetNet) with the IP Data Plane",2024,detnet;oam,network-operations / oam | routing / detnet
RFC9635,Grant Negotiation and Authorization Protocol (GNAP),2024,gnap,security / oauth / gnap
RFC9636,The Time Zone Information Format (TZif),2024,time-zones,applications-and-data-formats / calendaring / time-zones
RFC9637,Expanding the IPv6 Documentation Space,2024,ipv6,internet-layer / ipv6
RFC9638,Network Virtualization over Layer 3 (NVO3) Encapsulation Considerations,2024,overlay-networks;vxlan;geneve,routing / overlay-networks | routing / overlay-networks / geneve | routing / overlay-networks / vxlan
RFC9639,Free Lossless Audio Codec (FLAC),2024,matroska;ffv1;codecs;compression,applications-and-data-formats / compression | real-time-communications / codecs | real-time-communications / codecs / ffv1 | real-time-communications / codecs / matroska
RFC9640,YANG Data Types and Groupings for Cryptography,2024,netconf;cryptography;yang,network-operations / netconf | network-operations / yang | security / cryptography
RFC9641,A YANG Data Model for a Truststore,2024,netconf;yang,network-operations / netconf | network-operations / yang
RFC9642,A YANG Data Model for a Keystore,2024,netconf;yang,network-operations / netconf | network-operations / yang
RFC9643,YANG Groupings for TCP Clients and TCP Servers,2024,netconf;tcp;yang,network-operations / netconf | network-operations / yang | transport / tcp
RFC9644,YANG Groupings for SSH Clients and SSH Servers,2024,netconf;ssh;yang,network-operations / netconf | network-operations / yang | security / ssh
RFC9645,YANG Groupings for TLS Clients and TLS Servers,2024,netconf;tls;yang,network-operations / netconf | network-operations / yang | security / tls
RFC9646,Conveying a Certificate Signing Request (CSR) in a Secure Zero-Touch Provisioning (SZTP) Bootstrapping Request,2024,netconf;cmp;cryptography,network-operations / netconf | security / cryptography | security / pki / cmp
RFC9647,A YANG Data Model for Babel,2024,babel;yang,network-operations / yang | routing / babel
RFC9648,YANG Data Model for TCP,2024,tcp;yang,network-operations / yang | transport / tcp
RFC9649,WebP Image Format,2024,vp8,real-time-communications / codecs / vp8
RFC9650,Revision to Registration Procedures for IS-IS Neighbor Link-Attribute Bit Values,2024,is-is,routing / is-is
RFC9651,Structured Field Values for HTTP,2024,http,web / http
RFC9652,The Link-Template HTTP Header Field,2024,http-apis;web-linking;http,web / http | web / http / http-apis | web / http / web-linking
RFC9653,Zero Checksum for the Stream Control Transmission Protocol,2024,sctp;checksum,transport / checksum | transport / sctp
RFC9654,Online Certificate Status Protocol (OCSP) Nonce Extension,2024,pki;cms;ocsp,security / cms | security / pki | security / pki / ocsp
RFC9655,Egress Validation in Label Switched Path Ping and Traceroute Mechanisms,2024,mpls;ospf;is-is;oam,network-operations / oam | routing / is-is | routing / mpls | routing / ospf
RFC9656,A YANG Data Model for Microwave Topology,2024,gmpls;yang,network-operations / yang | routing / mpls / gmpls
RFC9657,Time-Variant Routing (TVR) Use Cases,2024,tvr,routing / tvr
RFC9658,Multipoint LDP Extensions for Multi-Topology Routing,2024,mpls;ldp,routing / mpls | routing / mpls / ldp
RFC9659,Window Sizing for Zstandard Content Encoding,2024,http;zstd,applications-and-data-formats / compression / zstd | web / http
RFC9660,The DNS Zone Version (ZONEVERSION) Option,2024,dns,naming-and-discovery / dns
RFC9661,The JSON Meta Application Protocol (JMAP) for Sieve Scripts,2024,jmap;sieve;json,applications-and-data-formats / json | messaging / email / jmap | messaging / email / sieve
RFC9662,Updates to the Cipher Suites in Secure Syslog,2024,tls;dtls;syslog,network-operations / syslog | security / tls | security / tls / dtls
RFC9663,Using DHCPv6 Prefix Delegation (DHCPv6-PD) to Allocate Unique IPv6 Prefixes per Client in Large Broadcast Networks,2024,ipv6;slaac;dhcpv6,internet-layer / dhcp / dhcpv6 | internet-layer / ipv6 | internet-layer / ipv6 / slaac
RFC9664,An EDNS(0) Option to Negotiate Leases on DNS Updates,2025,dns-sd;mdns;edns;dns;dns-update,naming-and-discovery / dns | naming-and-discovery / dns / dns-sd | naming-and-discovery / dns / dns-update | naming-and-discovery / dns / edns | naming-and-discovery / dns / mdns
RFC9665,Service Registration Protocol for DNS-Based Service Discovery,2025,dns-sd;mdns;dns;dns-update,naming-and-discovery / dns | naming-and-discovery / dns / dns-sd | naming-and-discovery / dns / dns-update | naming-and-discovery / dns / mdns
RFC9666,Area Proxy for IS-IS,2024,is-is,routing / is-is
RFC9667,Dynamic Flooding on Dense Graphs,2024,ospfv3;is-is,routing / is-is | routing / ospf / ospfv3
RFC9668,Using Ephemeral Diffie-Hellman Over COSE (EDHOC) with the Constrained Application Protocol (CoAP) and Object Security for Constrained RESTful Environments (OSCORE),2024,coap;cose;key-management;oscore;edhoc;iot,iot-and-constrained-networks / ace / edhoc | iot-and-constrained-networks / coap | iot-and-constrained-networks / coap / oscore | iot-and-constrained-networks / iot | security / cose | security / cryptography / key-management
RFC9669,BPF Instruction Set Architecture (ISA),2024,ebpf,applications-and-data-formats / ebpf
RFC9670,JSON Meta Application Protocol (JMAP) Sharing,2024,jmap;json,applications-and-data-formats / json | messaging / email / jmap
RFC9671,Sieve Email Filtering: Extension for Processing Calendar Attachments,2024,imap;sieve,messaging / email / imap | messaging / email / sieve
RFC9672,Transferring Opportunistic Wireless Encryption to the IEEE 802.11 Working Group,2024,wifi;cryptography,link-layer / wifi | security / cryptography
RFC9673,IPv6 Hop-by-Hop Options Processing Procedures,2024,ipv6,internet-layer / ipv6
RFC9674,Same-Origin Policy for the RPKI Repository Delta Protocol (RRDP),2024,rpki,routing / routing-security / rpki
RFC9675,Delay-Tolerant Networking Management Architecture (DTNMA),2024,dtn,transport / dtn
RFC9676,LEX: A Uniform Resource Name (URN) Namespace for Sources of Law,2025,urn;uri,web / uri | web / uri / urn
RFC9677,Content Delivery Network Interconnection (CDNI) Metadata for Delegated Credentials,2024,cdn,web / cdn
RFC9678,Forward Secrecy Extension to the Improved Extensible Authentication Protocol Method for Authentication and Key Agreement (EAP-AKA' FS),2025,eap;key-management,security / cryptography / key-management | security / eap
RFC9679,CBOR Object Signing and Encryption (COSE) Key Thumbprint,2024,cose;cbor,applications-and-data-formats / cbor | security / cose
RFC9680,Antitrust Guidelines for IETF Participants,2024,ipr;ietf-process,governance-and-process / ietf-process | governance-and-process / ipr
RFC9681,IS-IS Fast Flooding,2024,is-is,routing / is-is
RFC9682,Updates to the Concise Data Definition Language (CDDL) Grammar,2024,cbor;cddl,applications-and-data-formats / cbor | applications-and-data-formats / cbor / cddl
RFC9683,Remote Integrity Verification of Network Devices Containing Trusted Platform Modules,2024,remote-attestation,security / remote-attestation
RFC9684,A YANG Data Model for Challenge-Response-Based Remote Attestation (CHARRA) Procedures Using Trusted Platform Modules (TPMs),2024,remote-attestation;yang,network-operations / yang | security / remote-attestation
RFC9685,Listener Subscription for IPv6 Neighbor Discovery Multicast and Anycast Addresses,2024,6lowpan;multicast;neighbor-discovery;ipv6;anycast;rpl,internet-layer / addressing / anycast | internet-layer / ipv6 | internet-layer / ipv6 / neighbor-discovery | iot-and-constrained-networks / 6lowpan | iot-and-constrained-networks / rpl | routing / multicast
RFC9686,Registering Self-Generated IPv6 Addresses Using DHCPv6,2024,dhcp;slaac;ipv6;dhcpv6,internet-layer / dhcp | internet-layer / dhcp / dhcpv6 | internet-layer / ipv6 | internet-layer / ipv6 / slaac
RFC9687,Border Gateway Protocol 4 (BGP-4) Send Hold Timer,2024,bgp;tcp;send,internet-layer / ipv6 / neighbor-discovery / send | routing / bgp | transport / tcp
RFC9688,Use of the SHA3 One-Way Hash Functions in the Cryptographic Message Syntax (CMS),2024,pki;cms;sha,security / cms | security / cryptography / sha | security / pki
RFC9689,Use Cases for a PCE as a Central Controller (PCECC),2024,traffic-engineering;pce,routing / traffic-engineering | routing / traffic-engineering / pce
RFC9690,Use of the RSA-KEM Algorithm in the Cryptographic Message Syntax (CMS),2025,pki;cms;rsa,security / cms | security / cryptography / rsa | security / pki
RFC9691,A Profile for Resource Public Key Infrastructure (RPKI) Trust Anchor Keys (TAKs),2024,rpki;x509;pki;cryptography,routing / routing-security / rpki | security / cryptography | security / pki | security / pki / x509
RFC9692,RIFT: Routing in Fat Trees,2025,rift,routing / rift
RFC9693,Benchmarking Methodology for Stateful NATxy Gateways,2025,benchmarking,network-operations / benchmarking
RFC9694,Guidelines for the Definition of New Top-Level Media Types,2025,media-types,messaging / mime / media-types
RFC9695,The 'haptics' Top-Level Media Type,2025,media-types,messaging / mime / media-types
RFC9696,Routing in Fat Trees (RIFT) Applicability and Operational Considerations,2025,rift,routing / rift
RFC9697,Detecting RPKI Repository Delta Protocol (RRDP) Session Desynchronization,2024,rpki,routing / routing-security / rpki
RFC9698,The JMAPACCESS Extension for IMAP,2025,imap;sieve;jmap,messaging / email / imap | messaging / email / jmap | messaging / email / sieve
RFC9699,Use Case for an Extended Reality Application on Edge Computing Infrastructure,2024,streaming,real-time-communications / streaming
RFC9700,Best Current Practice for OAuth 2.0 Security,2025,oauth,security / oauth
RFC9701,JSON Web Token (JWT) Response for OAuth Token Introspection,2025,oauth;jwt;json,applications-and-data-formats / json | security / oauth | security / oauth / jwt
RFC9702,YANG Data Model for Maximum Segment Identifier (SID) Depth (MSD) Types and MPLS MSD,2025,mpls;yang,network-operations / yang | routing / mpls
RFC9703,Label Switched Path (LSP) Ping/Traceroute for Segment Routing (SR) Egress Peer Engineering (EPE) Segment Identifiers (SIDs) with MPLS Data Plane,2024,mpls;bgp;segment-routing;oam,network-operations / oam | routing / bgp | routing / mpls | routing / segment-routing
RFC9704,Establishing Local DNS Authority in Validated Split-Horizon Environments,2025,dns;dns-privacy,naming-and-discovery / dns | naming-and-discovery / dns / dns-privacy
RFC9705,Refresh-Interval Independent RSVP Fast Reroute Facility Protection,2025,mpls;ip-fast-reroute;rsvp,routing / ip-fast-reroute | routing / mpls | transport / qos / rsvp
RFC9706,TreeDN: Tree-Based Content Delivery Network (CDN) for Live Streaming to Mass Audiences,2025,streaming;pim;ssm;amt;multicast;lisp,real-time-communications / streaming | routing / lisp | routing / multicast | routing / multicast / amt | routing / multicast / pim | routing / multicast / ssm
RFC9707,Report from the IAB Workshop on Barriers to Internet Access of Services (BIAS),2025,workshop-reports,governance-and-process / workshop-reports
RFC9708,Use of the HSS/LMS Hash-Based Signature Algorithm in the Cryptographic Message Syntax (CMS),2025,pki;cms;post-quantum,security / cms | security / cryptography / post-quantum | security / pki
RFC9709,Encryption Key Derivation in the Cryptographic Message Syntax (CMS) Using HKDF with SHA-256,2025,pki;cms;sha;key-management,security / cms | security / cryptography / key-management | security / cryptography / sha | security / pki
